countryiso3code,country,indicator,date,value
SLE,Sierra Leone,FP.CPI.TOTL.ZG,2024,28.6337500014115
SLE,Sierra Leone,FP.CPI.TOTL.ZG,2023,47.6428733253179
SLE,Sierra Leone,FP.CPI.TOTL.ZG,2022,27.2082883814653
SLE,Sierra Leone,FP.CPI.TOTL.ZG,2021,11.8739588840234
SLE,Sierra Leone,FP.CPI.TOTL.ZG,2020,13.4468711101052
SLE,Sierra Leone,SL.UEM.TOTL.ZS,2024,3.103
SLE,Sierra Leone,SL.UEM.TOTL.ZS,2023,3.092
SLE,Sierra Leone,SL.UEM.TOTL.ZS,2022,3.137
SLE,Sierra Leone,SL.UEM.TOTL.ZS,2021,3.551
SLE,Sierra Leone,SL.UEM.TOTL.ZS,2020,3.509
SLE,Sierra Leone,GC.DOD.TOTL.GD.ZS,2024,
SLE,Sierra Leone,GC.DOD.TOTL.GD.ZS,2023,
SLE,Sierra Leone,GC.DOD.TOTL.GD.ZS,2022,
SLE,Sierra Leone,GC.DOD.TOTL.GD.ZS,2021,
SLE,Sierra Leone,GC.DOD.TOTL.GD.ZS,2020,
SLE,Sierra Leone,BX.KLT.DINV.CD.WD,2024,121785333.781549
SLE,Sierra Leone,BX.KLT.DINV.CD.WD,2023,145910237.670517
SLE,Sierra Leone,BX.KLT.DINV.CD.WD,2022,145000000
SLE,Sierra Leone,BX.KLT.DINV.CD.WD,2021,214000000
SLE,Sierra Leone,BX.KLT.DINV.CD.WD,2020,51000000
SLE,Sierra Leone,NE.EXP.GNFS.CD,2024,1203610315.47802
SLE,Sierra Leone,NE.EXP.GNFS.CD,2023,1344997466.54228
SLE,Sierra Leone,NE.EXP.GNFS.CD,2022,1194958865.00589
SLE,Sierra Leone,NE.EXP.GNFS.CD,2021,1114288670.11354
SLE,Sierra Leone,NE.EXP.GNFS.CD,2020,661505014.228488
SLE,Sierra Leone,NE.IMP.GNFS.CD,2024,1622864248.13392
SLE,Sierra Leone,NE.IMP.GNFS.CD,2023,2202122026.06211
SLE,Sierra Leone,NE.IMP.GNFS.CD,2022,2013408071.81272
SLE,Sierra Leone,NE.IMP.GNFS.CD,2021,1906108257.87819
SLE,Sierra Leone,NE.IMP.GNFS.CD,2020,1385993375.12883
SLE,Sierra Leone,BN.CAB.XOKA.GD.ZS,2024,-14.1190349801252
SLE,Sierra Leone,BN.CAB.XOKA.GD.ZS,2023,-7.86330353335447
SLE,Sierra Leone,BN.CAB.XOKA.GD.ZS,2022,-6.3486336227146
SLE,Sierra Leone,BN.CAB.XOKA.GD.ZS,2021,-7.29482310965872
SLE,Sierra Leone,BN.CAB.XOKA.GD.ZS,2020,-5.83728154393524
SLE,Sierra Leone,SP.POP.TOTL,2024,8642022
SLE,Sierra Leone,SP.POP.TOTL,2023,8460512
SLE,Sierra Leone,SP.POP.TOTL,2022,8276807
SLE,Sierra Leone,SP.POP.TOTL,2021,8094602
SLE,Sierra Leone,SP.POP.TOTL,2020,7912558
